tx_id,sender_id,receiver_id,amount,timestamp,is_mule_flag
TXN-df6dac7a,ACC-1196,ACC-1552,1278.92,2026-08-13 05:10:06.161838,False
TXN-03c51df7,ACC-1020,ACC-1507,4102.37,2026-08-13 05:14:06.161838,False
TXN-c778aa65,ACC-1795,ACC-1489,3557.9,2026-08-13 05:18:06.161838,False
TXN-66403495,ACC-1151,ACC-1161,2824.32,2026-08-13 05:22:06.161838,False
TXN-f4baf312,ACC-1259,ACC-1022,2735.06,2026-08-13 05:26:06.161838,False
TXN-a2ca6a51,ACC-1716,ACC-1482,2605.03,2026-08-13 05:30:06.161838,False
TXN-e6e3e264,ACC-1901,ACC-1410,1282.73,2026-08-13 05:34:06.161838,False
TXN-24b7a201,ACC-1835,ACC-1416,3576.17,2026-08-13 05:38:06.161838,False
TXN-2a372061,ACC-1693,ACC-1231,1869.73,2026-08-13 05:42:06.161838,False
TXN-734314b3,ACC-1914,ACC-1005,2704.56,2026-08-13 05:46:06.161838,False
TXN-a23f9bde,ACC-1500,ACC-1717,3685.15,2026-08-13 05:50:06.161838,False
TXN-0270bb7c,ACC-1101,ACC-1896,1286.32,2026-08-13 05:54:06.161838,False
TXN-acf3fddb,ACC-1321,ACC-1875,4392.93,2026-08-13 05:58:06.161838,False
TXN-26e2e680,ACC-1063,ACC-1224,4171.2,2026-08-13 06:02:06.161838,False
TXN-a5f12ec7,ACC-1894,ACC-1578,3747.99,2026-08-13 06:06:06.161838,False
TXN-cc611363,ACC-1842,ACC-1472,1862.96,2026-08-13 06:10:06.161838,False
TXN-cedf94a6,ACC-1573,ACC-1739,4508.59,2026-08-13 06:14:06.161838,False
TXN-ea5e8127,ACC-1901,ACC-1605,2683.11,2026-08-13 06:18:06.161838,False
TXN-d43f8d95,ACC-1746,ACC-1836,4672.14,2026-08-13 06:22:06.161838,False
TXN-6216a009,ACC-1179,ACC-1338,456.64,2026-08-13 06:26:06.161838,False
TXN-d0bef396,ACC-1469,ACC-1057,4411.2,2026-08-13 06:30:06.161838,False
TXN-9373d2d6,ACC-1285,ACC-1262,4278.49,2026-08-13 06:34:06.161838,False
TXN-3e7740b1,ACC-1007,ACC-1226,3620.02,2026-08-13 06:38:06.161838,False
TXN-d6a47efc,ACC-1399,ACC-1564,2143.51,2026-08-13 06:42:06.161838,False
TXN-6302169a,ACC-1537,ACC-1484,96619.35,2026-08-13 06:46:06.161838,True
TXN-b855e713,ACC-1832,ACC-1555,3749.18,2026-08-13 06:50:06.161838,False
TXN-dcd1a84d,ACC-1324,ACC-1021,902.03,2026-08-13 06:54:06.161838,False
TXN-d9f9f511,ACC-1596,ACC-1337,3184.83,2026-08-13 06:58:06.161838,False
TXN-55156f27,ACC-1126,ACC-1491,2093.72,2026-08-13 07:02:06.161838,False
TXN-47b7ad0c,ACC-1122,ACC-1821,4879.29,2026-08-13 07:06:06.161838,False
TXN-d934f5ea,ACC-1062,ACC-1624,3391.38,2026-08-13 07:10:06.161838,False
TXN-6eb37e38,ACC-1196,ACC-1941,2018.72,2026-08-13 07:14:06.161838,False
TXN-e7c47e16,ACC-1766,ACC-1581,4057.01,2026-08-13 07:18:06.161838,False
TXN-f8de9123,ACC-1255,ACC-1895,1357.83,2026-08-13 07:22:06.161838,False
TXN-c7b3a553,ACC-1468,ACC-1391,200.51,2026-08-13 07:26:06.161838,False
TXN-06ca65d1,ACC-1202,ACC-1588,4068.25,2026-08-13 07:30:06.161838,False
TXN-44612a4d,ACC-1687,ACC-1610,4660.38,2026-08-13 07:34:06.161838,False
TXN-65c3bd4f,ACC-1567,ACC-1760,1150.23,2026-08-13 07:38:06.161838,False
TXN-719f296e,ACC-1513,ACC-1403,3174.07,2026-08-13 07:42:06.161838,False
TXN-7558a079,ACC-1741,ACC-1331,1637.35,2026-08-13 07:46:06.161838,False
TXN-bbab0e15,ACC-1230,ACC-1773,1532.41,2026-08-13 07:50:06.161838,False
TXN-de26f46a,ACC-1176,ACC-1493,1503.77,2026-08-13 07:54:06.161838,False
TXN-58531f7a,ACC-1545,ACC-1150,3540.05,2026-08-13 07:58:06.161838,False
TXN-4fedda43,ACC-1676,ACC-1822,3420.11,2026-08-13 08:02:06.161838,False
TXN-0b9f22a0,ACC-1809,ACC-1432,179.35,2026-08-13 08:06:06.161838,False
TXN-731d9825,ACC-1856,ACC-1996,2658.5,2026-08-13 08:10:06.161838,False
TXN-40be3a8a,ACC-1886,ACC-1815,2081.16,2026-08-13 08:14:06.161838,False
TXN-3c71ee31,ACC-1315,ACC-1781,387.01,2026-08-13 08:18:06.161838,False
TXN-dd0ba68c,ACC-1603,ACC-1454,3738.47,2026-08-13 08:22:06.161838,False
TXN-9b5a63ff,ACC-1882,ACC-1807,640.7,2026-08-13 08:26:06.161838,False
TXN-98c6d47d,ACC-1896,ACC-1725,4064.56,2026-08-13 08:30:06.161838,False
TXN-c2007e65,ACC-1095,ACC-1050,3422.29,2026-08-13 08:34:06.161838,False
TXN-d8aa8e8d,ACC-1131,ACC-1919,4070.42,2026-08-13 08:38:06.161838,False
TXN-1969b012,ACC-1828,ACC-1045,930.44,2026-08-13 08:42:06.161838,False
TXN-79b731a3,ACC-1495,ACC-1029,884.31,2026-08-13 08:46:06.161838,False
TXN-a8f534d7,ACC-1534,ACC-1629,1507.95,2026-08-13 08:50:06.161838,False
TXN-e255e7d4,ACC-1834,ACC-1438,4656.91,2026-08-13 08:54:06.161838,False
TXN-9de56b60,ACC-1817,ACC-1137,1158.59,2026-08-13 08:58:06.161838,False
TXN-61c49b0d,ACC-1553,ACC-1238,2080.7,2026-08-13 09:02:06.161838,False
TXN-c8a77d7f,ACC-1186,ACC-1986,4796.08,2026-08-13 09:06:06.161838,False
TXN-2cdd9d0c,ACC-1336,ACC-1287,4846.06,2026-08-13 09:10:06.161838,False
TXN-5cea6d90,ACC-1713,ACC-1856,1006.22,2026-08-13 09:14:06.161838,False
TXN-2d6d17ed,ACC-1214,ACC-1992,4040.22,2026-08-13 09:18:06.161838,False
TXN-dc33e726,ACC-1228,ACC-1946,2816.64,2026-08-13 09:22:06.161838,False
TXN-f9d222e3,ACC-1977,ACC-1895,1630.24,2026-08-13 09:26:06.161838,False
TXN-e2dfd3fc,ACC-1780,ACC-1295,981.61,2026-08-13 09:30:06.161838,False
TXN-fcb938e4,ACC-1357,ACC-1834,2105.37,2026-08-13 09:34:06.161838,False
TXN-2ceb4fc9,ACC-1938,ACC-1497,182563.99,2026-08-13 09:38:06.161838,True
TXN-fb645ae3,ACC-1711,ACC-1720,2175.79,2026-08-13 09:42:06.161838,False
TXN-726f96c7,ACC-1486,ACC-1359,3881.24,2026-08-13 09:46:06.161838,False
TXN-b2930a84,ACC-1139,ACC-1918,2007.75,2026-08-13 09:50:06.161838,False
TXN-2c1701f0,ACC-1314,ACC-1815,126241.85,2026-08-13 09:54:06.161838,True
TXN-e6726865,ACC-1634,ACC-1189,4546.45,2026-08-13 09:58:06.161838,False
TXN-dd68a907,ACC-1005,ACC-1541,4607.24,2026-08-13 10:02:06.161838,False
TXN-9280c76f,ACC-1531,ACC-1154,1072.7,2026-08-13 10:06:06.161838,False
TXN-91130f73,ACC-1300,ACC-1528,1989.7,2026-08-13 10:10:06.161838,False
TXN-5d28ac06,ACC-1282,ACC-1773,449.88,2026-08-13 10:14:06.161838,False
TXN-c3f5f91d,ACC-1946,ACC-1898,4782.38,2026-08-13 10:18:06.161838,False
TXN-771b4616,ACC-1633,ACC-1800,1332.46,2026-08-13 10:22:06.161838,False
TXN-9c2d1a73,ACC-1767,ACC-1485,1200.85,2026-08-13 10:26:06.161838,False
TXN-44d22267,ACC-1754,ACC-1959,2142.44,2026-08-13 10:30:06.161838,False
TXN-ca0ddfdd,ACC-1719,ACC-1502,2236.02,2026-08-13 10:34:06.161838,False
TXN-5292a1ef,ACC-1926,ACC-1660,2394.05,2026-08-13 10:38:06.161838,False
TXN-4f5ebf34,ACC-1094,ACC-1255,95146.84,2026-08-13 10:42:06.161838,True
TXN-e9bd5926,ACC-1720,ACC-1670,4925.71,2026-08-13 10:46:06.161838,False
TXN-8dd5d091,ACC-1854,ACC-1904,4540.96,2026-08-13 10:50:06.161838,False
TXN-fe7995fe,ACC-1144,ACC-1456,448.01,2026-08-13 10:54:06.161838,False
TXN-ceecbfbe,ACC-1085,ACC-1641,2543.85,2026-08-13 10:58:06.161838,False
TXN-c99cc09f,ACC-1882,ACC-1711,1742.68,2026-08-13 11:02:06.161838,False
TXN-468b4de7,ACC-1481,ACC-1964,4622.87,2026-08-13 11:06:06.161838,False
TXN-aa24f7b2,ACC-1458,ACC-1031,208.79,2026-08-13 11:10:06.161838,False
TXN-5c3e0751,ACC-1848,ACC-1768,1483.12,2026-08-13 11:14:06.161838,False
TXN-5394891d,ACC-1515,ACC-1804,363.58,2026-08-13 11:18:06.161838,False
TXN-c3dba467,ACC-1422,ACC-1492,145.44,2026-08-13 11:22:06.161838,False
TXN-f41d2bdf,ACC-1784,ACC-1678,4108.99,2026-08-13 11:26:06.161838,False
TXN-d5829ea8,ACC-1496,ACC-1127,3679.26,2026-08-13 11:30:06.161838,False
TXN-59fb08e8,ACC-1679,ACC-1874,3970.2,2026-08-13 11:34:06.161838,False
TXN-9b7dddf2,ACC-1494,ACC-1668,1851.87,2026-08-13 11:38:06.161838,False
TXN-9c8d5005,ACC-1123,ACC-1553,2159.15,2026-08-13 11:42:06.161838,False
TXN-4cb4ac3f,ACC-1068,ACC-1684,2402.35,2026-08-13 11:46:06.161838,False
TXN-3cadbf14,ACC-1668,ACC-1084,4105.66,2026-08-13 11:50:06.161838,False
TXN-ac57a7df,ACC-1320,ACC-1523,2426.94,2026-08-13 11:54:06.161838,False
TXN-222c8ced,ACC-1209,ACC-1679,571.58,2026-08-13 11:58:06.161838,False
TXN-1c1436e6,ACC-1590,ACC-1727,462.65,2026-08-13 12:02:06.161838,False
TXN-0f3fc5fc,ACC-1881,ACC-1672,3512.48,2026-08-13 12:06:06.161838,False
TXN-f91f4ed9,ACC-1258,ACC-1225,3648.06,2026-08-13 12:10:06.161838,False
TXN-f8f7a9d7,ACC-1677,ACC-1994,3169.17,2026-08-13 12:14:06.161838,False
TXN-c446c1c4,ACC-1143,ACC-1022,286.47,2026-08-13 12:18:06.161838,False
TXN-b4b6455b,ACC-1216,ACC-1258,4954.92,2026-08-13 12:22:06.161838,False
TXN-042ffcc1,ACC-1888,ACC-1221,4161.94,2026-08-13 12:26:06.161838,False
TXN-5a73cbda,ACC-1008,ACC-1722,4982.49,2026-08-13 12:30:06.161838,False
TXN-4298215f,ACC-1834,ACC-1411,3122.43,2026-08-13 12:34:06.161838,False
TXN-f9e350c3,ACC-1870,ACC-1475,1241.79,2026-08-13 12:38:06.161838,False
TXN-fcb0d4f6,ACC-1441,ACC-1345,194541.99,2026-08-13 12:42:06.161838,True
TXN-691cc3c9,ACC-1940,ACC-1814,2738.9,2026-08-13 12:46:06.161838,False
TXN-23615f32,ACC-1486,ACC-1047,2377.16,2026-08-13 12:50:06.161838,False
TXN-5f2ac3ce,ACC-1360,ACC-1550,177862.19,2026-08-13 12:54:06.161838,True
TXN-7ca95c1d,ACC-1399,ACC-1817,3085.97,2026-08-13 12:58:06.161838,False
TXN-69e45ed7,ACC-1089,ACC-1695,289.26,2026-08-13 13:02:06.161838,False
TXN-dcf87b66,ACC-1837,ACC-1834,681.6,2026-08-13 13:06:06.161838,False
TXN-0c491363,ACC-1773,ACC-1768,664.3,2026-08-13 13:10:06.161838,False
TXN-08dfd862,ACC-1744,ACC-1484,71714.78,2026-08-13 13:14:06.161838,True
TXN-55f8659a,ACC-1665,ACC-1623,2844.26,2026-08-13 13:18:06.161838,False
TXN-a8a06ff8,ACC-1680,ACC-1122,127243.97,2026-08-13 13:22:06.161838,True
TXN-45a905e9,ACC-1907,ACC-1904,2193.31,2026-08-13 13:26:06.161838,False
TXN-3486d650,ACC-1559,ACC-1733,3128.77,2026-08-13 13:30:06.161838,False
TXN-04ee4d6b,ACC-1550,ACC-1102,2331.76,2026-08-13 13:34:06.161838,False
TXN-5caa2c5b,ACC-1865,ACC-1676,1886.94,2026-08-13 13:38:06.161838,False
TXN-8609bac1,ACC-1635,ACC-1098,1942.21,2026-08-13 13:42:06.161838,False
TXN-85309366,ACC-1513,ACC-1706,4419.56,2026-08-13 13:46:06.161838,False
TXN-de20aa9e,ACC-1588,ACC-1942,316.22,2026-08-13 13:50:06.161838,False
TXN-d3907762,ACC-1959,ACC-1184,3497.39,2026-08-13 13:54:06.161838,False
TXN-6c66e1f7,ACC-1661,ACC-1028,595.18,2026-08-13 13:58:06.161838,False
TXN-2b7b94f7,ACC-1306,ACC-1878,2968.28,2026-08-13 14:02:06.161838,False
TXN-253c1773,ACC-1860,ACC-1370,2457.36,2026-08-13 14:06:06.161838,False
TXN-ad42ca9c,ACC-1714,ACC-1559,4956.29,2026-08-13 14:10:06.161838,False
TXN-f6ba23bc,ACC-1525,ACC-1060,3108.3,2026-08-13 14:14:06.161838,False
TXN-49173310,ACC-1583,ACC-1449,579.7,2026-08-13 14:18:06.161838,False
TXN-84fb22d9,ACC-1305,ACC-1558,4583.99,2026-08-13 14:22:06.161838,False
TXN-d7fd4295,ACC-1617,ACC-1904,246.18,2026-08-13 14:26:06.161838,False
TXN-edeafecf,ACC-1699,ACC-1531,2889.99,2026-08-13 14:30:06.161838,False
TXN-2b5bd651,ACC-1466,ACC-1097,2969.72,2026-08-13 14:34:06.161838,False
TXN-705f63a6,ACC-1153,ACC-1538,2969.15,2026-08-13 14:38:06.161838,False
TXN-8ec3c118,ACC-1512,ACC-1487,1812.92,2026-08-13 14:42:06.161838,False
TXN-9652eac0,ACC-1401,ACC-1735,4306.69,2026-08-13 14:46:06.161838,False
TXN-c0ce9576,ACC-1450,ACC-1768,197937.06,2026-08-13 14:50:06.161838,True
TXN-8ecbd887,ACC-1040,ACC-1738,3123.18,2026-08-13 14:54:06.161838,False
TXN-1a5ec5fa,ACC-1155,ACC-1970,297.74,2026-08-13 14:58:06.161838,False
TXN-faf437ba,ACC-1246,ACC-1666,957.94,2026-08-13 15:02:06.161838,False
TXN-bf361a23,ACC-1236,ACC-1474,2787.83,2026-08-13 15:06:06.161838,False
TXN-e9873be6,ACC-1836,ACC-1260,1197.85,2026-08-13 15:10:06.161838,False
TXN-cc826501,ACC-1798,ACC-1992,4156.83,2026-08-13 15:14:06.161838,False
TXN-eda2e6fb,ACC-1429,ACC-1500,2411.45,2026-08-13 15:18:06.161838,False
TXN-648f7541,ACC-1416,ACC-1780,764.22,2026-08-13 15:22:06.161838,False
TXN-0cdaf268,ACC-1916,ACC-1661,641.23,2026-08-13 15:26:06.161838,False
TXN-f1c24020,ACC-1835,ACC-1105,1861.53,2026-08-13 15:30:06.161838,False
TXN-1f8fa21d,ACC-1335,ACC-1215,4452.71,2026-08-13 15:34:06.161838,False
TXN-314aa119,ACC-1475,ACC-1539,1883.98,2026-08-13 15:38:06.161838,False
TXN-4bb31dd4,ACC-1247,ACC-1760,313.03,2026-08-13 15:42:06.161838,False
TXN-1e484900,ACC-1015,ACC-1714,4802.95,2026-08-13 15:46:06.161838,False
TXN-7e328a3d,ACC-1409,ACC-1417,124.42,2026-08-13 15:50:06.161838,False
TXN-3e2baf1a,ACC-1308,ACC-1517,3332.17,2026-08-13 15:54:06.161838,False
TXN-a8cae351,ACC-1691,ACC-1477,2675.71,2026-08-13 15:58:06.161838,False
TXN-433b8e9e,ACC-1037,ACC-1480,4155.09,2026-08-13 16:02:06.161838,False
TXN-67e0a827,ACC-1584,ACC-1713,2914.12,2026-08-13 16:06:06.161838,False
TXN-a0c072c4,ACC-1608,ACC-1243,2126.67,2026-08-13 16:10:06.161838,False
TXN-02cf1e70,ACC-1862,ACC-1263,77578.74,2026-08-13 16:14:06.161838,True
TXN-d81efdd9,ACC-1629,ACC-1914,85298.9,2026-08-13 16:18:06.161838,True
TXN-f150c13b,ACC-1086,ACC-1803,3509.3,2026-08-13 16:22:06.161838,False
TXN-1d6105c3,ACC-1331,ACC-1865,3124.33,2026-08-13 16:26:06.161838,False
TXN-9621da5e,ACC-1638,ACC-1775,2855.38,2026-08-13 16:30:06.161838,False
TXN-1d9fa0d5,ACC-1464,ACC-1782,2816.49,2026-08-13 16:34:06.161838,False
TXN-496e9a4f,ACC-1250,ACC-1889,2008.81,2026-08-13 16:38:06.161838,False
TXN-a7c5c4ff,ACC-1232,ACC-1767,445.63,2026-08-13 16:42:06.161838,False
TXN-3dfeca32,ACC-1786,ACC-1290,4923.49,2026-08-13 16:46:06.161838,False
TXN-992a4cdb,ACC-1391,ACC-1269,1998.47,2026-08-13 16:50:06.161838,False
TXN-d717632a,ACC-1941,ACC-1423,3010.38,2026-08-13 16:54:06.161838,False
TXN-513268eb,ACC-1330,ACC-1941,1741.5,2026-08-13 16:58:06.161838,False
TXN-3b536e3b,ACC-1208,ACC-1327,4544.65,2026-08-13 17:02:06.161838,False
TXN-6ddca97a,ACC-1340,ACC-1117,3100.07,2026-08-13 17:06:06.161838,False
TXN-7e6f6edc,ACC-1529,ACC-1139,63080.75,2026-08-13 17:10:06.161838,True
TXN-99ce0cb2,ACC-1044,ACC-1852,496.49,2026-08-13 17:14:06.161838,False
TXN-4fc2f956,ACC-1633,ACC-1820,2730.0,2026-08-13 17:18:06.161838,False
TXN-e7cd202b,ACC-1554,ACC-1669,80540.74,2026-08-13 17:22:06.161838,True
TXN-3fec2057,ACC-1261,ACC-1587,2600.79,2026-08-13 17:26:06.161838,False
TXN-d263ecc0,ACC-1171,ACC-1345,3147.01,2026-08-13 17:30:06.161838,False
TXN-a4c250db,ACC-1854,ACC-1088,2080.28,2026-08-13 17:34:06.161838,False
TXN-37a70378,ACC-1380,ACC-1463,119.95,2026-08-13 17:38:06.161838,False
TXN-1680b8d2,ACC-1854,ACC-1425,4621.89,2026-08-13 17:42:06.161838,False
TXN-bf316fc6,ACC-1857,ACC-1497,2882.88,2026-08-13 17:46:06.161838,False
TXN-6cf38974,ACC-1275,ACC-1434,510.95,2026-08-13 17:50:06.161838,False
TXN-7cd68022,ACC-1338,ACC-1508,592.26,2026-08-13 17:54:06.161838,False
TXN-1d77bcef,ACC-1999,ACC-1288,4431.95,2026-08-13 17:58:06.161838,False
TXN-a1888947,ACC-1399,ACC-1090,1590.88,2026-08-13 18:02:06.161838,False
TXN-e2c699a3,ACC-1941,ACC-1665,1095.34,2026-08-13 18:06:06.161838,False
TXN-55ec9f64,ACC-1330,ACC-1786,109988.74,2026-08-13 18:10:06.161838,True
TXN-fd1537b5,ACC-1029,ACC-1081,2885.62,2026-08-13 18:14:06.161838,False
TXN-2d862ad4,ACC-1048,ACC-1763,819.35,2026-08-13 18:18:06.161838,False
TXN-4020be30,ACC-1146,ACC-1583,2646.14,2026-08-13 18:22:06.161838,False
TXN-9612614b,ACC-1253,ACC-1470,2594.5,2026-08-13 18:26:06.161838,False
TXN-7a782509,ACC-1572,ACC-1432,4156.28,2026-08-13 18:30:06.161838,False
TXN-48bcc625,ACC-1211,ACC-1668,4346.13,2026-08-13 18:34:06.161838,False
TXN-b9c3092b,ACC-1269,ACC-1585,4559.96,2026-08-13 18:38:06.161838,False
TXN-abafffab,ACC-1151,ACC-1854,204.69,2026-08-13 18:42:06.161838,False
TXN-70d18cfc,ACC-1204,ACC-1280,353.53,2026-08-13 18:46:06.161838,False
TXN-4e0a213e,ACC-1272,ACC-1128,3045.56,2026-08-13 18:50:06.161838,False
TXN-fbcd5b98,ACC-1291,ACC-1445,3977.32,2026-08-13 18:54:06.161838,False
TXN-da9f1043,ACC-1219,ACC-1518,3429.93,2026-08-13 18:58:06.161838,False
TXN-f6a05445,ACC-1046,ACC-1046,2224.1,2026-08-13 19:02:06.161838,False
TXN-96564458,ACC-1797,ACC-1291,700.61,2026-08-13 19:06:06.161838,False
TXN-ac1a2b4d,ACC-1910,ACC-1310,3608.2,2026-08-13 19:10:06.161838,False
TXN-ff717ae8,ACC-1917,ACC-1674,415.06,2026-08-13 19:14:06.161838,False
TXN-2ab1b5e3,ACC-1530,ACC-1688,2841.52,2026-08-13 19:18:06.161838,False
TXN-e35cdd25,ACC-1129,ACC-1092,4308.23,2026-08-13 19:22:06.161838,False
TXN-5dee167a,ACC-1604,ACC-1675,2835.5,2026-08-13 19:26:06.161838,False
TXN-c40717be,ACC-1003,ACC-1876,1438.9,2026-08-13 19:30:06.161838,False
TXN-08880ef7,ACC-1254,ACC-1623,4594.17,2026-08-13 19:34:06.161838,False
TXN-8cab87f1,ACC-1159,ACC-1669,4516.91,2026-08-13 19:38:06.161838,False
TXN-69f34c14,ACC-1744,ACC-1391,1871.04,2026-08-13 19:42:06.161838,False
TXN-978fc807,ACC-1581,ACC-1186,2861.34,2026-08-13 19:46:06.161838,False
TXN-f40d49dd,ACC-1275,ACC-1779,141046.26,2026-08-13 19:50:06.161838,True
TXN-2ce8ad2e,ACC-1789,ACC-1327,2605.74,2026-08-13 19:54:06.161838,False
TXN-27f5b185,ACC-1364,ACC-1273,687.3,2026-08-13 19:58:06.161838,False
TXN-3d291f93,ACC-1098,ACC-1976,3089.94,2026-08-13 20:02:06.161838,False
TXN-cd4d0db2,ACC-1322,ACC-1439,1968.44,2026-08-13 20:06:06.161838,False
TXN-2b357f55,ACC-1782,ACC-1353,691.87,2026-08-13 20:10:06.161838,False
TXN-cda0ddfe,ACC-1406,ACC-1964,102.98,2026-08-13 20:14:06.161838,False
TXN-7bccbfcb,ACC-1071,ACC-1670,1749.9,2026-08-13 20:18:06.161838,False
TXN-66989e6a,ACC-1547,ACC-1475,2570.33,2026-08-13 20:22:06.161838,False
TXN-4f2b82a2,ACC-1740,ACC-1922,3816.14,2026-08-13 20:26:06.161838,False
TXN-f64ef517,ACC-1715,ACC-1045,699.11,2026-08-13 20:30:06.161838,False
TXN-36977db0,ACC-1135,ACC-1351,4739.36,2026-08-13 20:34:06.161838,False
TXN-9b7bb088,ACC-1314,ACC-1299,2558.47,2026-08-13 20:38:06.161838,False
TXN-b116f782,ACC-1428,ACC-1113,4454.13,2026-08-13 20:42:06.161838,False
TXN-14a373ec,ACC-1519,ACC-1254,4305.14,2026-08-13 20:46:06.161838,False
TXN-0d8565f1,ACC-1627,ACC-1321,615.51,2026-08-13 20:50:06.161838,False
TXN-cae4a606,ACC-1446,ACC-1396,1898.3,2026-08-13 20:54:06.161838,False
TXN-479991d6,ACC-1466,ACC-1642,2337.04,2026-08-13 20:58:06.161838,False
TXN-58101176,ACC-1855,ACC-1845,1515.84,2026-08-13 21:02:06.161838,False
TXN-dab5df68,ACC-1024,ACC-1234,1111.42,2026-08-13 21:06:06.161838,False
TXN-5a637466,ACC-1613,ACC-1972,2518.38,2026-08-13 21:10:06.161838,False
TXN-eb53652c,ACC-1948,ACC-1372,382.53,2026-08-13 21:14:06.161838,False
TXN-821ac099,ACC-1834,ACC-1745,447.41,2026-08-13 21:18:06.161838,False
TXN-fd524187,ACC-1706,ACC-1396,80661.33,2026-08-13 21:22:06.161838,True
TXN-b8133981,ACC-1478,ACC-1931,3153.09,2026-08-13 21:26:06.161838,False
TXN-9539a77d,ACC-1127,ACC-1053,2708.35,2026-08-13 21:30:06.161838,False
TXN-5e404070,ACC-1489,ACC-1632,2160.98,2026-08-13 21:34:06.161838,False
TXN-7b033c07,ACC-1896,ACC-1652,1124.21,2026-08-13 21:38:06.161838,False
TXN-7be3352b,ACC-1479,ACC-1771,968.42,2026-08-13 21:42:06.161838,False
TXN-87bace39,ACC-1443,ACC-1959,1957.37,2026-08-13 21:46:06.161838,False
TXN-a3d65a84,ACC-1008,ACC-1966,3777.02,2026-08-13 21:50:06.161838,False
TXN-52c5f2c2,ACC-1737,ACC-1371,108551.38,2026-08-13 21:54:06.161838,True
TXN-6bb31d88,ACC-1935,ACC-1739,1533.57,2026-08-13 21:58:06.161838,False
TXN-5ade2ade,ACC-1702,ACC-1222,845.3,2026-08-13 22:02:06.161838,False
TXN-b34429cb,ACC-1675,ACC-1330,3723.26,2026-08-13 22:06:06.161838,False
TXN-1a674677,ACC-1423,ACC-1824,3578.03,2026-08-13 22:10:06.161838,False
TXN-98ad1032,ACC-1108,ACC-1679,972.64,2026-08-13 22:14:06.161838,False
TXN-3c498a98,ACC-1540,ACC-1921,2524.34,2026-08-13 22:18:06.161838,False
TXN-a7360f28,ACC-1481,ACC-1635,680.11,2026-08-13 22:22:06.161838,False
TXN-3778cd59,ACC-1137,ACC-1072,3458.56,2026-08-13 22:26:06.161838,False
TXN-7d00ba37,ACC-1098,ACC-1216,1289.63,2026-08-13 22:30:06.161838,False
TXN-1ec9f1fe,ACC-1327,ACC-1496,4175.47,2026-08-13 22:34:06.161838,False
TXN-76dda6fe,ACC-1792,ACC-1179,1123.59,2026-08-13 22:38:06.161838,False
TXN-c774c42a,ACC-1912,ACC-1958,3417.4,2026-08-13 22:42:06.161838,False
TXN-2b6332f4,ACC-1501,ACC-1726,4202.85,2026-08-13 22:46:06.161838,False
TXN-49f93d5d,ACC-1139,ACC-1754,3068.16,2026-08-13 22:50:06.161838,False
TXN-74df9f00,ACC-1627,ACC-1784,2914.49,2026-08-13 22:54:06.161838,False
TXN-a6005888,ACC-1962,ACC-1639,2799.11,2026-08-13 22:58:06.161838,False
TXN-69c45ee0,ACC-1658,ACC-1214,4573.29,2026-08-13 23:02:06.161838,False
TXN-26fd54c4,ACC-1755,ACC-1589,1934.91,2026-08-13 23:06:06.161838,False
TXN-2e56939c,ACC-1459,ACC-1554,3955.67,2026-08-13 23:10:06.161838,False
TXN-f1bd2937,ACC-1232,ACC-1474,3545.12,2026-08-13 23:14:06.161838,False
TXN-c4e481b5,ACC-1301,ACC-1685,929.54,2026-08-13 23:18:06.161838,False
TXN-245c6932,ACC-1371,ACC-1784,1347.5,2026-08-13 23:22:06.161838,False
TXN-b3081526,ACC-1878,ACC-1491,921.45,2026-08-13 23:26:06.161838,False
TXN-b47861e9,ACC-1443,ACC-1842,1118.72,2026-08-13 23:30:06.161838,False
TXN-bd4e2783,ACC-1282,ACC-1841,2493.23,2026-08-13 23:34:06.161838,False
TXN-4d594c60,ACC-1092,ACC-1546,1294.41,2026-08-13 23:38:06.161838,False
TXN-b9ef8a62,ACC-1598,ACC-1558,4444.44,2026-08-13 23:42:06.161838,False
TXN-3ce038de,ACC-1055,ACC-1547,301.88,2026-08-13 23:46:06.161838,False
TXN-14c91bf4,ACC-1639,ACC-1803,72339.37,2026-08-13 23:50:06.161838,True
TXN-4853c426,ACC-1618,ACC-1296,1982.88,2026-08-13 23:54:06.161838,False
TXN-de8b4e44,ACC-1767,ACC-1006,331.59,2026-08-13 23:58:06.161838,False
TXN-a8f50343,ACC-1653,ACC-1635,2593.27,2026-08-14 00:02:06.161838,False
TXN-a220e9dc,ACC-1665,ACC-1417,2045.65,2026-08-14 00:06:06.161838,False
TXN-8c143719,ACC-1232,ACC-1777,99207.79,2026-08-14 00:10:06.161838,True
TXN-8541f0d8,ACC-1909,ACC-1370,2102.65,2026-08-14 00:14:06.161838,False
TXN-90202206,ACC-1325,ACC-1259,4884.72,2026-08-14 00:18:06.161838,False
TXN-4b93a81a,ACC-1984,ACC-1715,3595.13,2026-08-14 00:22:06.161838,False
TXN-ab01140c,ACC-1603,ACC-1416,4607.49,2026-08-14 00:26:06.161838,False
TXN-8c854702,ACC-1038,ACC-1219,1533.23,2026-08-14 00:30:06.161838,False
TXN-5046b565,ACC-1873,ACC-1984,4867.84,2026-08-14 00:34:06.161838,False
TXN-6f2093f4,ACC-1717,ACC-1700,1916.63,2026-08-14 00:38:06.161838,False
TXN-3d5049df,ACC-1302,ACC-1270,453.03,2026-08-14 00:42:06.161838,False
