tx_id,sender_id,receiver_id,amount,transfer_timestamp,withdrawal_timestamp,withdrawal_atm_id
TXN-0001985,ACC_NORM_0848,ACC_NORM_1481,3087.89,2026-07-17T16:35:54,,
TXN-0001986,ACC_NORM_2336,ACC_NORM_0182,3443.39,2026-07-17T16:44:32,,
TXN-0001987,ACC_VIC_0343,ACC_MULE_0265,123501.37,2026-07-17T16:53:11,2026-07-17T17:15:13,ATM_HDFC_063
TXN-0001988,ACC_MULE_0064,ACC_MULE_0235,247580.53,2026-07-17T17:01:49,2026-07-17T17:23:17,ATM_AXIS_103
TXN-0001989,ACC_NORM_1504,ACC_NORM_1633,15491.02,2026-07-17T17:10:27,,
TXN-0001990,ACC_VIC_1438,ACC_MULE_0182,121248.05,2026-07-17T17:19:06,2026-07-17T17:52:12,ATM_AXIS_101
TXN-0001991,ACC_NORM_2216,ACC_NORM_2781,24347.18,2026-07-17T17:27:44,,
TXN-0001992,ACC_NORM_0212,ACC_NORM_1027,17450.01,2026-07-17T17:36:23,,
TXN-0001993,ACC_NORM_2834,ACC_NORM_2574,12085.62,2026-07-17T17:45:01,,
TXN-0001994,ACC_NORM_1324,ACC_NORM_2230,21329.35,2026-07-17T17:53:39,,
TXN-0001995,ACC_VIC_0669,ACC_MULE_0033,109221.59,2026-07-17T18:02:18,2026-07-17T18:26:12,ATM_AXIS_101
TXN-0001996,ACC_NORM_2514,ACC_NORM_2980,4280.76,2026-07-17T18:10:56,,
TXN-0001997,ACC_VIC_0365,ACC_MULE_0102,124312.73,2026-07-17T18:19:35,,
TXN-0001998,ACC_VIC_1015,ACC_MULE_0195,173758.94,2026-07-17T18:28:13,2026-07-17T19:01:26,ATM_HDFC_170
TXN-0001999,ACC_NORM_2832,ACC_NORM_0526,7200.23,2026-07-17T18:36:51,,
TXN-0002000,ACC_NORM_1880,ACC_NORM_0746,8087.83,2026-07-17T18:45:30,,
TXN-0002001,ACC_NORM_1702,ACC_NORM_2162,16975.25,2026-07-17T18:54:08,,
TXN-0002002,ACC_NORM_1128,ACC_NORM_2032,4110.89,2026-07-17T19:02:47,,
TXN-0002003,ACC_NORM_1536,ACC_NORM_1788,4604.81,2026-07-17T19:11:25,,
TXN-0002004,ACC_NORM_2309,ACC_NORM_0318,1238.28,2026-07-17T19:20:03,,
TXN-0002005,ACC_NORM_1333,ACC_NORM_1996,16386.25,2026-07-17T19:28:42,,
TXN-0002006,ACC_VIC_0921,ACC_MULE_0174,186469.97,2026-07-17T19:37:20,2026-07-17T19:56:19,ATM_SBI_011
TXN-0002007,ACC_NORM_2788,ACC_NORM_1759,9163.56,2026-07-17T19:45:59,,
TXN-0002008,ACC_NORM_2872,ACC_NORM_1463,5880.6,2026-07-17T19:54:37,,
TXN-0002009,ACC_NORM_2239,ACC_NORM_1027,19357.38,2026-07-17T20:03:15,,
TXN-0002010,ACC_MULE_0357,ACC_MULE_0154,178059.28,2026-07-17T20:11:54,2026-07-17T20:34:41,ATM_PNB_025
TXN-0002011,ACC_NORM_1485,ACC_NORM_0818,1120.04,2026-07-17T20:20:32,,
TXN-0002012,ACC_MULE_0362,ACC_MULE_0330,143732.56,2026-07-17T20:29:11,2026-07-17T21:04:05,ATM_SBI_110
TXN-0002013,ACC_NORM_2162,ACC_NORM_0640,4050.2,2026-07-17T20:37:49,,
TXN-0002014,ACC_NORM_1856,ACC_NORM_1344,5022.78,2026-07-17T20:46:27,,
TXN-0002015,ACC_NORM_1154,ACC_NORM_2556,1271.89,2026-07-17T20:55:06,,
TXN-0002016,ACC_NORM_2934,ACC_NORM_0582,4754.34,2026-07-17T21:03:44,,
TXN-0002017,ACC_VIC_1427,ACC_MULE_0042,55817.56,2026-07-17T21:12:23,2026-07-17T21:42:11,ATM_ICICI_087
TXN-0002018,ACC_NORM_0468,ACC_NORM_1555,10060.84,2026-07-17T21:21:01,,
TXN-0002019,ACC_NORM_2064,ACC_NORM_2182,11586.65,2026-07-17T21:29:39,,
TXN-0002020,ACC_NORM_0312,ACC_NORM_0551,8869.87,2026-07-17T21:38:18,,
TXN-0002021,ACC_NORM_2687,ACC_NORM_2015,19715.31,2026-07-17T21:46:56,,
TXN-0002022,ACC_VIC_1018,ACC_MULE_0141,210033.89,2026-07-17T21:55:35,2026-07-17T22:44:30,ATM_HDFC_007
TXN-0002023,ACC_VIC_0698,ACC_MULE_0041,223838.85,2026-07-17T22:04:13,2026-07-17T22:20:23,ATM_UBI_075
TXN-0002024,ACC_MULE_0420,ACC_MULE_0427,231551.83,2026-07-17T22:12:51,2026-07-17T22:38:22,ATM_SBI_041
TXN-0002025,ACC_VIC_1247,ACC_MULE_0409,148098.15,2026-07-17T22:21:30,2026-07-17T22:51:36,ATM_PNB_025
TXN-0002026,ACC_MULE_0127,ACC_MULE_0383,129307.5,2026-07-17T22:30:08,2026-07-17T23:27:14,ATM_HDFC_086
TXN-0002027,ACC_VIC_1463,ACC_MULE_0245,167088.02,2026-07-17T22:38:47,,
TXN-0002028,ACC_MULE_0334,ACC_MULE_0231,88236.96,2026-07-17T22:47:25,2026-07-17T23:17:04,ATM_PNB_052
TXN-0002029,ACC_MULE_0177,ACC_MULE_0213,76938.0,2026-07-17T22:56:03,2026-07-17T23:38:18,ATM_PNB_052
TXN-0002030,ACC_NORM_0539,ACC_NORM_0423,22276.2,2026-07-17T23:04:42,,
TXN-0002031,ACC_MULE_0106,ACC_MULE_0014,94828.68,2026-07-17T23:13:20,2026-07-17T23:45:26,ATM_BOB_167
TXN-0002032,ACC_NORM_2528,ACC_NORM_1271,3519.86,2026-07-17T23:21:59,,
TXN-0002033,ACC_VIC_0476,ACC_MULE_0334,113542.43,2026-07-17T23:30:37,2026-07-17T23:41:33,ATM_HDFC_170
TXN-0002034,ACC_MULE_0306,ACC_MULE_0496,51263.4,2026-07-17T23:39:15,2026-07-18T00:53:29,ATM_UBI_150
TXN-0002035,ACC_NORM_1193,ACC_NORM_0077,9790.36,2026-07-17T23:47:54,,
TXN-0002036,ACC_NORM_0833,ACC_NORM_1890,4164.08,2026-07-17T23:56:32,,
TXN-0002037,ACC_NORM_2483,ACC_NORM_0877,2276.44,2026-07-18T00:05:11,,
TXN-0002038,ACC_NORM_2246,ACC_NORM_1425,10683.83,2026-07-18T00:13:49,,
TXN-0002039,ACC_MULE_0557,ACC_MULE_0385,116145.17,2026-07-18T00:22:27,2026-07-18T01:24:03,ATM_AXIS_059
TXN-0002040,ACC_NORM_0327,ACC_NORM_1045,6216.14,2026-07-18T00:31:06,,
TXN-0002041,ACC_NORM_1098,ACC_NORM_1718,14659.9,2026-07-18T00:39:44,,
TXN-0002042,ACC_NORM_2813,ACC_NORM_1434,11023.42,2026-07-18T00:48:23,,
TXN-0002043,ACC_NORM_0725,ACC_NORM_0860,5496.35,2026-07-18T00:57:01,,
TXN-0002044,ACC_NORM_2402,ACC_NORM_1349,9728.55,2026-07-18T01:05:39,,
TXN-0002045,ACC_NORM_2318,ACC_NORM_1590,24048.64,2026-07-18T01:14:18,,
TXN-0002046,ACC_NORM_1165,ACC_NORM_0734,13977.06,2026-07-18T01:22:56,,
TXN-0002047,ACC_NORM_0865,ACC_NORM_0954,3722.29,2026-07-18T01:31:35,,
TXN-0002048,ACC_VIC_1266,ACC_MULE_0235,247791.62,2026-07-18T01:40:13,2026-07-18T02:06:41,ATM_SBI_031
TXN-0002049,ACC_NORM_0385,ACC_NORM_2302,5963.89,2026-07-18T01:48:51,,
TXN-0002050,ACC_NORM_0616,ACC_NORM_2958,15546.75,2026-07-18T01:57:30,,
TXN-0002051,ACC_NORM_0262,ACC_NORM_2154,24680.57,2026-07-18T02:06:08,,
TXN-0002052,ACC_NORM_0163,ACC_NORM_0531,810.1,2026-07-18T02:14:47,,
TXN-0002053,ACC_NORM_0728,ACC_NORM_2378,13021.37,2026-07-18T02:23:25,,
TXN-0002054,ACC_NORM_0479,ACC_NORM_1582,13242.49,2026-07-18T02:32:03,,
TXN-0002055,ACC_NORM_2977,ACC_NORM_2650,12268.7,2026-07-18T02:40:42,,
TXN-0002056,ACC_NORM_2173,ACC_NORM_1912,6123.0,2026-07-18T02:49:20,,
TXN-0002057,ACC_NORM_2771,ACC_NORM_1452,10954.95,2026-07-18T02:57:59,,
TXN-0002058,ACC_MULE_0221,ACC_MULE_0509,127278.51,2026-07-18T03:06:37,,
TXN-0002059,ACC_NORM_1028,ACC_NORM_1858,6211.61,2026-07-18T03:15:15,,
TXN-0002060,ACC_VIC_1354,ACC_MULE_0446,238749.34,2026-07-18T03:23:54,2026-07-18T03:41:25,ATM_SBI_011
TXN-0002061,ACC_VIC_0496,ACC_MULE_0268,162642.85,2026-07-18T03:32:32,2026-07-18T03:54:39,ATM_ICICI_142
TXN-0002062,ACC_NORM_1281,ACC_NORM_0355,18747.76,2026-07-18T03:41:11,,
TXN-0002063,ACC_MULE_0298,ACC_MULE_0047,86455.8,2026-07-18T03:49:49,,
TXN-0002064,ACC_NORM_2871,ACC_NORM_0560,8090.01,2026-07-18T03:58:27,,
TXN-0002065,ACC_VIC_0464,ACC_MULE_0439,101218.93,2026-07-18T04:07:06,2026-07-18T04:26:05,ATM_PNB_021
TXN-0002066,ACC_NORM_0875,ACC_NORM_0056,10241.56,2026-07-18T04:15:44,,
TXN-0002067,ACC_VIC_1454,ACC_MULE_0592,176185.17,2026-07-18T04:24:23,2026-07-18T04:46:34,ATM_PNB_102
TXN-0002068,ACC_NORM_0765,ACC_NORM_0479,24276.48,2026-07-18T04:33:01,,
TXN-0002069,ACC_NORM_2588,ACC_NORM_2627,9719.49,2026-07-18T04:41:39,,
TXN-0002070,ACC_NORM_1285,ACC_NORM_1728,13918.78,2026-07-18T04:50:18,,
TXN-0002071,ACC_NORM_1089,ACC_NORM_0141,6488.64,2026-07-18T04:58:56,,
TXN-0002072,ACC_MULE_0243,ACC_MULE_0253,75724.0,2026-07-18T05:07:35,2026-07-18T05:27:51,ATM_ICICI_087
TXN-0002073,ACC_VIC_1054,ACC_MULE_0312,246275.39,2026-07-18T05:16:13,,
TXN-0002074,ACC_VIC_1419,ACC_MULE_0195,51854.71,2026-07-18T05:24:51,2026-07-18T06:00:10,ATM_ICICI_112
TXN-0002075,ACC_MULE_0092,ACC_MULE_0548,249649.52,2026-07-18T05:33:30,2026-07-18T06:04:17,ATM_PNB_062
TXN-0002076,ACC_VIC_0646,ACC_MULE_0525,164324.66,2026-07-18T05:42:08,2026-07-18T06:26:03,ATM_UBI_067
TXN-0002077,ACC_MULE_0281,ACC_MULE_0128,160873.31,2026-07-18T05:50:47,,
TXN-0002078,ACC_VIC_0487,ACC_MULE_0275,134421.68,2026-07-18T05:59:25,,
TXN-0002079,ACC_VIC_1119,ACC_MULE_0118,192288.46,2026-07-18T06:08:03,2026-07-18T06:51:05,ATM_BOB_094
TXN-0002080,ACC_VIC_0175,ACC_MULE_0510,168940.06,2026-07-18T06:16:42,2026-07-18T06:44:09,ATM_UBI_150
TXN-0002081,ACC_VIC_0016,ACC_MULE_0422,139695.04,2026-07-18T06:25:20,2026-07-18T06:57:05,ATM_ICICI_019
TXN-0002082,ACC_NORM_2759,ACC_NORM_1724,5663.18,2026-07-18T06:33:59,,
TXN-0002083,ACC_NORM_0934,ACC_NORM_0090,15873.35,2026-07-18T06:42:37,,
TXN-0002084,ACC_NORM_1257,ACC_NORM_2169,8633.98,2026-07-18T06:51:15,,
TXN-0002085,ACC_VIC_0779,ACC_MULE_0005,52482.93,2026-07-18T06:59:54,2026-07-18T07:19:25,ATM_ICICI_019
TXN-0002086,ACC_NORM_0509,ACC_NORM_0897,13597.2,2026-07-18T07:08:32,,
TXN-0002087,ACC_NORM_1335,ACC_NORM_1544,15435.0,2026-07-18T07:17:11,,
TXN-0002088,ACC_NORM_1239,ACC_NORM_0071,20805.53,2026-07-18T07:25:49,,
TXN-0002089,ACC_MULE_0405,ACC_MULE_0363,69929.05,2026-07-18T07:34:27,2026-07-18T08:22:22,ATM_UBI_147
TXN-0002090,ACC_VIC_0913,ACC_MULE_0152,180658.94,2026-07-18T07:43:06,2026-07-18T08:40:07,ATM_HDFC_001
TXN-0002091,ACC_VIC_0846,ACC_MULE_0290,228254.03,2026-07-18T07:51:44,2026-07-18T08:29:04,ATM_ICICI_087
TXN-0002092,ACC_NORM_2138,ACC_NORM_2254,6210.53,2026-07-18T08:00:23,,
TXN-0002093,ACC_NORM_0757,ACC_NORM_0712,12211.71,2026-07-18T08:09:01,,
TXN-0002094,ACC_NORM_0208,ACC_NORM_2807,19589.48,2026-07-18T08:17:39,,
TXN-0002095,ACC_NORM_2555,ACC_NORM_1894,23806.51,2026-07-18T08:26:18,,
TXN-0002096,ACC_MULE_0539,ACC_MULE_0143,167005.36,2026-07-18T08:34:56,2026-07-18T09:12:21,ATM_UBI_127
TXN-0002097,ACC_NORM_0898,ACC_NORM_2824,2530.4,2026-07-18T08:43:35,,
TXN-0002098,ACC_NORM_0377,ACC_NORM_1528,5581.67,2026-07-18T08:52:13,,
TXN-0002099,ACC_VIC_0910,ACC_MULE_0128,102365.12,2026-07-18T09:00:51,2026-07-18T09:20:50,ATM_SBI_110
TXN-0002100,ACC_VIC_0845,ACC_MULE_0356,189228.71,2026-07-18T09:09:30,,
TXN-0002101,ACC_VIC_1163,ACC_MULE_0389,61806.15,2026-07-18T09:18:08,2026-07-18T09:52:34,ATM_HDFC_130
TXN-0002102,ACC_NORM_2672,ACC_NORM_0732,6617.54,2026-07-18T09:26:47,,
TXN-0002103,ACC_NORM_2707,ACC_NORM_2435,11380.52,2026-07-18T09:35:25,,
TXN-0002104,ACC_NORM_0790,ACC_NORM_1128,20939.45,2026-07-18T09:44:03,,
TXN-0002105,ACC_NORM_2032,ACC_NORM_1868,9502.13,2026-07-18T09:52:42,,
TXN-0002106,ACC_NORM_2453,ACC_NORM_1186,7359.56,2026-07-18T10:01:20,,
TXN-0002107,ACC_NORM_0205,ACC_NORM_0226,15944.42,2026-07-18T10:09:59,,
TXN-0002108,ACC_NORM_2384,ACC_NORM_2256,23611.3,2026-07-18T10:18:37,,
TXN-0002109,ACC_NORM_2363,ACC_NORM_1601,3841.9,2026-07-18T10:27:15,,
TXN-0002110,ACC_NORM_1761,ACC_NORM_0495,22826.01,2026-07-18T10:35:54,,
TXN-0002111,ACC_MULE_0082,ACC_MULE_0072,218161.28,2026-07-18T10:44:32,2026-07-18T11:04:06,ATM_UBI_150
TXN-0002112,ACC_NORM_1404,ACC_NORM_1851,13593.2,2026-07-18T10:53:11,,
TXN-0002113,ACC_NORM_1173,ACC_NORM_2023,6250.65,2026-07-18T11:01:49,,
TXN-0002114,ACC_VIC_1237,ACC_MULE_0279,89782.29,2026-07-18T11:10:27,2026-07-18T11:38:56,ATM_ICICI_087
TXN-0002115,ACC_MULE_0459,ACC_MULE_0540,208353.8,2026-07-18T11:19:06,2026-07-18T11:49:23,ATM_HDFC_002
TXN-0002116,ACC_MULE_0572,ACC_MULE_0192,116269.89,2026-07-18T11:27:44,2026-07-18T11:47:31,ATM_HDFC_086
TXN-0002117,ACC_NORM_1005,ACC_NORM_1866,21108.2,2026-07-18T11:36:23,,
TXN-0002118,ACC_VIC_0977,ACC_MULE_0224,239916.71,2026-07-18T11:45:01,2026-07-18T12:05:16,ATM_PNB_056
TXN-0002119,ACC_VIC_0887,ACC_MULE_0594,164455.16,2026-07-18T11:53:39,2026-07-18T12:14:50,ATM_BOB_146
TXN-0002120,ACC_NORM_1849,ACC_NORM_1184,22169.24,2026-07-18T12:02:18,,
TXN-0002121,ACC_VIC_1443,ACC_MULE_0170,245689.5,2026-07-18T12:10:56,2026-07-18T12:39:56,ATM_AXIS_101
TXN-0002122,ACC_VIC_0294,ACC_MULE_0269,175236.44,2026-07-18T12:19:35,2026-07-18T12:32:25,ATM_PNB_051
TXN-0002123,ACC_NORM_0980,ACC_NORM_2281,14938.41,2026-07-18T12:28:13,,
TXN-0002124,ACC_NORM_1722,ACC_NORM_0215,6184.67,2026-07-18T12:36:51,,
TXN-0002125,ACC_NORM_1491,ACC_NORM_1071,13343.2,2026-07-18T12:45:30,,
TXN-0002126,ACC_NORM_1626,ACC_NORM_1011,4326.01,2026-07-18T12:54:08,,
TXN-0002127,ACC_NORM_1392,ACC_NORM_2817,1377.74,2026-07-18T13:02:47,,
TXN-0002128,ACC_VIC_0648,ACC_MULE_0244,165659.85,2026-07-18T13:11:25,2026-07-18T13:46:50,ATM_HDFC_170
TXN-0002129,ACC_NORM_1082,ACC_NORM_0529,6977.87,2026-07-18T13:20:03,,
TXN-0002130,ACC_NORM_1416,ACC_NORM_1931,10227.66,2026-07-18T13:28:42,,
TXN-0002131,ACC_VIC_1079,ACC_MULE_0363,228162.03,2026-07-18T13:37:20,2026-07-18T14:03:01,ATM_PNB_062
TXN-0002132,ACC_NORM_2343,ACC_NORM_0105,23295.36,2026-07-18T13:45:59,,
TXN-0002133,ACC_NORM_2178,ACC_NORM_0232,13873.62,2026-07-18T13:54:37,,
TXN-0002134,ACC_NORM_2937,ACC_NORM_0097,8485.3,2026-07-18T14:03:15,,
TXN-0002135,ACC_NORM_1264,ACC_NORM_0735,22705.33,2026-07-18T14:11:54,,
TXN-0002136,ACC_NORM_0851,ACC_NORM_1790,15808.51,2026-07-18T14:20:32,,
TXN-0002137,ACC_NORM_0447,ACC_NORM_2299,8673.61,2026-07-18T14:29:11,,
TXN-0002138,ACC_MULE_0350,ACC_MULE_0217,70558.23,2026-07-18T14:37:49,2026-07-18T14:55:46,ATM_BOB_094
TXN-0002139,ACC_VIC_0686,ACC_MULE_0238,101295.55,2026-07-18T14:46:27,2026-07-18T15:29:32,ATM_PNB_056
TXN-0002140,ACC_NORM_1064,ACC_NORM_2555,23561.41,2026-07-18T14:55:06,,
TXN-0002141,ACC_NORM_0388,ACC_NORM_1208,3585.88,2026-07-18T15:03:44,,
TXN-0002142,ACC_NORM_2004,ACC_NORM_1457,9198.52,2026-07-18T15:12:23,,
TXN-0002143,ACC_NORM_0516,ACC_NORM_2991,8727.89,2026-07-18T15:21:01,,
TXN-0002144,ACC_NORM_1079,ACC_NORM_1068,22033.0,2026-07-18T15:29:39,,
TXN-0002145,ACC_VIC_0414,ACC_MULE_0363,177074.02,2026-07-18T15:38:18,,
TXN-0002146,ACC_NORM_2676,ACC_NORM_2368,3000.54,2026-07-18T15:46:56,,
TXN-0002147,ACC_NORM_2975,ACC_NORM_2785,17748.44,2026-07-18T15:55:35,,
TXN-0002148,ACC_NORM_1118,ACC_NORM_0101,1340.95,2026-07-18T16:04:13,,
TXN-0002149,ACC_NORM_1734,ACC_NORM_0835,20407.21,2026-07-18T16:12:51,,
TXN-0002150,ACC_NORM_1229,ACC_NORM_2515,23395.62,2026-07-18T16:21:30,,
TXN-0002151,ACC_NORM_2258,ACC_NORM_1109,663.29,2026-07-18T16:30:08,,
TXN-0002152,ACC_NORM_1424,ACC_NORM_0928,5036.82,2026-07-18T16:38:47,,
TXN-0002153,ACC_NORM_2593,ACC_NORM_2951,12873.89,2026-07-18T16:47:25,,
TXN-0002154,ACC_MULE_0514,ACC_MULE_0417,63851.19,2026-07-18T16:56:03,2026-07-18T17:11:01,ATM_HDFC_007
TXN-0002155,ACC_NORM_1506,ACC_NORM_2343,17350.32,2026-07-18T17:04:42,,
TXN-0002156,ACC_NORM_0592,ACC_NORM_1243,13133.11,2026-07-18T17:13:20,,
TXN-0002157,ACC_VIC_0394,ACC_MULE_0518,194110.28,2026-07-18T17:21:59,,
TXN-0002158,ACC_NORM_2250,ACC_NORM_2823,10465.42,2026-07-18T17:30:37,,
TXN-0002159,ACC_NORM_1913,ACC_NORM_2142,2655.15,2026-07-18T17:39:15,,
TXN-0002160,ACC_NORM_1160,ACC_NORM_0578,12805.78,2026-07-18T17:47:54,,
TXN-0002161,ACC_VIC_1463,ACC_MULE_0288,55895.77,2026-07-18T17:56:32,2026-07-18T18:19:57,ATM_HDFC_082
TXN-0002162,ACC_NORM_2523,ACC_NORM_1630,2729.78,2026-07-18T18:05:11,,
TXN-0002163,ACC_NORM_0208,ACC_NORM_1613,738.02,2026-07-18T18:13:49,,
TXN-0002164,ACC_NORM_2559,ACC_NORM_2214,12260.23,2026-07-18T18:22:27,,
TXN-0002165,ACC_NORM_2408,ACC_NORM_1430,15842.04,2026-07-18T18:31:06,,
TXN-0002166,ACC_NORM_0296,ACC_NORM_0616,8296.97,2026-07-18T18:39:44,,
TXN-0002167,ACC_NORM_2491,ACC_NORM_0063,2963.84,2026-07-18T18:48:23,,
TXN-0002168,ACC_VIC_1164,ACC_MULE_0287,89779.49,2026-07-18T18:57:01,,
TXN-0002169,ACC_VIC_0731,ACC_MULE_0348,185929.42,2026-07-18T19:05:39,,
TXN-0002170,ACC_NORM_2712,ACC_NORM_2112,23135.88,2026-07-18T19:14:18,,
TXN-0002171,ACC_NORM_2927,ACC_NORM_2656,24677.26,2026-07-18T19:22:56,,
TXN-0002172,ACC_NORM_1918,ACC_NORM_1148,15390.13,2026-07-18T19:31:35,,
TXN-0002173,ACC_VIC_1396,ACC_MULE_0114,78847.12,2026-07-18T19:40:13,2026-07-18T19:54:54,ATM_HDFC_170
TXN-0002174,ACC_NORM_2701,ACC_NORM_0632,2201.89,2026-07-18T19:48:51,,
TXN-0002175,ACC_NORM_1430,ACC_NORM_2839,7702.46,2026-07-18T19:57:30,,
TXN-0002176,ACC_VIC_0785,ACC_MULE_0385,80320.02,2026-07-18T20:06:08,2026-07-18T20:28:01,ATM_ICICI_121
TXN-0002177,ACC_NORM_1072,ACC_NORM_1602,12171.47,2026-07-18T20:14:47,,
TXN-0002178,ACC_NORM_1010,ACC_NORM_1203,3544.35,2026-07-18T20:23:25,,
TXN-0002179,ACC_NORM_2092,ACC_NORM_2282,7076.67,2026-07-18T20:32:03,,
TXN-0002180,ACC_VIC_0079,ACC_MULE_0364,65747.5,2026-07-18T20:40:42,2026-07-18T21:04:08,ATM_ICICI_004
TXN-0002181,ACC_NORM_1911,ACC_NORM_0641,11300.74,2026-07-18T20:49:20,,
TXN-0002182,ACC_NORM_1126,ACC_NORM_1384,6139.43,2026-07-18T20:57:59,,
TXN-0002183,ACC_NORM_1958,ACC_NORM_0463,3670.63,2026-07-18T21:06:37,,
TXN-0002184,ACC_NORM_2405,ACC_NORM_1167,23441.19,2026-07-18T21:15:15,,
TXN-0002185,ACC_NORM_1952,ACC_NORM_1230,20809.94,2026-07-18T21:23:54,,
TXN-0002186,ACC_NORM_2566,ACC_NORM_1529,3965.17,2026-07-18T21:32:32,,
TXN-0002187,ACC_NORM_1135,ACC_NORM_2593,18936.83,2026-07-18T21:41:11,,
TXN-0002188,ACC_VIC_0298,ACC_MULE_0156,90456.83,2026-07-18T21:49:49,2026-07-18T22:26:07,ATM_HDFC_007
TXN-0002189,ACC_NORM_2631,ACC_NORM_1959,2757.0,2026-07-18T21:58:27,,
TXN-0002190,ACC_NORM_1335,ACC_NORM_0738,14649.34,2026-07-18T22:07:06,,
TXN-0002191,ACC_NORM_1446,ACC_NORM_1249,10761.29,2026-07-18T22:15:44,,
TXN-0002192,ACC_NORM_1753,ACC_NORM_1617,11346.97,2026-07-18T22:24:23,,
TXN-0002193,ACC_NORM_0019,ACC_NORM_2014,3259.86,2026-07-18T22:33:01,,
TXN-0002194,ACC_NORM_0282,ACC_NORM_0731,20640.57,2026-07-18T22:41:39,,
TXN-0002195,ACC_NORM_2843,ACC_NORM_0500,3201.68,2026-07-18T22:50:18,,
TXN-0002196,ACC_NORM_1926,ACC_NORM_1739,18151.5,2026-07-18T22:58:56,,
TXN-0002197,ACC_NORM_0895,ACC_NORM_0172,2189.47,2026-07-18T23:07:35,,
TXN-0002198,ACC_NORM_2681,ACC_NORM_0822,7335.72,2026-07-18T23:16:13,,
TXN-0002199,ACC_NORM_1837,ACC_NORM_0133,21906.49,2026-07-18T23:24:51,,
TXN-0002200,ACC_VIC_1245,ACC_MULE_0134,243682.96,2026-07-18T23:33:30,,
TXN-0002201,ACC_NORM_1034,ACC_NORM_1312,2490.59,2026-07-18T23:42:08,,
TXN-0002202,ACC_MULE_0560,ACC_MULE_0303,69581.52,2026-07-18T23:50:47,,
TXN-0002203,ACC_VIC_0137,ACC_MULE_0072,139849.77,2026-07-18T23:59:25,2026-07-19T00:24:21,ATM_BOB_146
TXN-0002204,ACC_NORM_1023,ACC_NORM_2169,3512.24,2026-07-19T00:08:03,,
TXN-0002205,ACC_VIC_0310,ACC_MULE_0055,179782.27,2026-07-19T00:16:42,,
TXN-0002206,ACC_VIC_0013,ACC_MULE_0503,181287.35,2026-07-19T00:25:20,2026-07-19T01:05:54,ATM_PNB_052
TXN-0002207,ACC_MULE_0461,ACC_MULE_0340,66394.79,2026-07-19T00:33:59,2026-07-19T01:12:27,ATM_KOTAK_176
TXN-0002208,ACC_NORM_0530,ACC_NORM_1416,2895.31,2026-07-19T00:42:37,,
TXN-0002209,ACC_NORM_2270,ACC_NORM_2332,6362.64,2026-07-19T00:51:15,,
TXN-0002210,ACC_NORM_1472,ACC_NORM_2569,23876.67,2026-07-19T00:59:54,,
TXN-0002211,ACC_NORM_0628,ACC_NORM_0640,6749.62,2026-07-19T01:08:32,,
TXN-0002212,ACC_VIC_1336,ACC_MULE_0559,111818.86,2026-07-19T01:17:11,2026-07-19T01:54:24,ATM_AXIS_101
TXN-0002213,ACC_VIC_0851,ACC_MULE_0445,185756.95,2026-07-19T01:25:49,2026-07-19T02:09:08,ATM_HDFC_007
TXN-0002214,ACC_VIC_1260,ACC_MULE_0537,86021.17,2026-07-19T01:34:27,2026-07-19T02:03:22,ATM_AXIS_101
TXN-0002215,ACC_NORM_1714,ACC_NORM_0133,7065.34,2026-07-19T01:43:06,,
TXN-0002216,ACC_MULE_0536,ACC_MULE_0051,171264.34,2026-07-19T01:51:44,2026-07-19T02:04:51,ATM_SBI_011
TXN-0002217,ACC_NORM_2052,ACC_NORM_1379,18323.61,2026-07-19T02:00:23,,
TXN-0002218,ACC_NORM_2453,ACC_NORM_1333,15114.54,2026-07-19T02:09:01,,
TXN-0002219,ACC_MULE_0065,ACC_MULE_0303,159613.96,2026-07-19T02:17:39,2026-07-19T02:34:27,ATM_HDFC_170
TXN-0002220,ACC_NORM_0514,ACC_NORM_2683,23508.69,2026-07-19T02:26:18,,
TXN-0002221,ACC_VIC_0564,ACC_MULE_0517,119600.26,2026-07-19T02:34:56,2026-07-19T03:09:51,ATM_HDFC_130
TXN-0002222,ACC_NORM_1597,ACC_NORM_0554,8703.34,2026-07-19T02:43:35,,
TXN-0002223,ACC_NORM_2984,ACC_NORM_0161,11409.18,2026-07-19T02:52:13,,
TXN-0002224,ACC_NORM_1347,ACC_NORM_1764,16257.75,2026-07-19T03:00:51,,
TXN-0002225,ACC_VIC_1414,ACC_MULE_0136,155871.42,2026-07-19T03:09:30,2026-07-19T03:38:45,ATM_HDFC_130
TXN-0002226,ACC_NORM_2486,ACC_NORM_1433,16939.31,2026-07-19T03:18:08,,
TXN-0002227,ACC_MULE_0083,ACC_MULE_0363,107305.96,2026-07-19T03:26:47,2026-07-19T03:50:52,ATM_KOTAK_014
TXN-0002228,ACC_NORM_2473,ACC_NORM_1208,2787.83,2026-07-19T03:35:25,,
TXN-0002229,ACC_VIC_0647,ACC_MULE_0578,247413.74,2026-07-19T03:44:03,2026-07-19T04:07:23,ATM_KOTAK_178
TXN-0002230,ACC_NORM_1659,ACC_NORM_1291,6838.84,2026-07-19T03:52:42,,
TXN-0002231,ACC_VIC_0937,ACC_MULE_0597,171748.28,2026-07-19T04:01:20,2026-07-19T04:36:54,ATM_ICICI_096
TXN-0002232,ACC_NORM_1309,ACC_NORM_1391,10237.35,2026-07-19T04:09:59,,
